sample,tipo_representacao,target_class,iou_top_k,ssim,seed,y_true,y_pred,acerto_ensemble
17,recplot,0,0.0,0.24670564653174734,65,0,0,True
18,recplot,0,0.05263157894736842,0.32073599339149816,65,0,0,True
19,recplot,0,0.14285714285714285,0.321317388426314,65,0,0,True
0,recplot,0,0.08108108108108109,0.3705030488637154,87,0,1,False
1,recplot,0,0.1111111111111111,0.38157106928740087,87,0,1,False
2,recplot,0,0.02564102564102564,0.2994116125963649,87,0,0,True
3,recplot,0,0.1111111111111111,0.32830604172142747,87,0,0,True
4,recplot,0,0.21212121212121213,0.31935361443146004,87,0,0,True
5,recplot,0,0.21212121212121213,0.3720389725343995,87,0,0,True
6,recplot,0,0.05263157894736842,0.32836666090799355,87,0,0,True
7,recplot,0,0.05263157894736842,0.15076186685627996,87,0,0,True
8,recplot,0,0.0,0.2590568144303813,87,0,0,True
9,recplot,0,0.02564102564102564,0.2842066486579994,87,0,0,True
10,recplot,0,0.02564102564102564,0.4091173728692534,87,0,0,True
11,recplot,0,0.02564102564102564,0.1971781294050576,87,0,0,True
12,recplot,0,0.05263157894736842,0.3208190393777502,87,0,0,True
13,recplot,0,0.02564102564102564,0.3342653950966936,87,0,0,True
14,recplot,0,0.14285714285714285,0.3173679167708803,87,0,0,True
15,recplot,0,0.0,0.1749687766937845,87,0,0,True
16,recplot,0,0.08108108108108109,0.22717113386837384,87,0,0,True
17,recplot,0,0.0,0.2832992719093895,87,0,0,True
18,recplot,0,0.05263157894736842,0.2875546596841753,87,0,0,True
19,recplot,0,0.08108108108108109,0.34617735349325923,87,0,0,True
0,recplot,0,0.02564102564102564,0.29849173237026083,93,0,0,True
1,recplot,0,0.02564102564102564,0.2358153222910214,93,0,0,True
2,recplot,0,0.08108108108108109,0.31013206039356567,93,0,0,True
3,recplot,0,0.05263157894736842,0.2983843410850469,93,0,0,True
4,recplot,0,0.08108108108108109,0.3307664933669493,93,0,0,True
5,recplot,0,0.0,0.2890524142745356,93,0,0,True
6,recplot,0,0.1111111111111111,0.2725452624986189,93,0,0,True
7,recplot,0,0.0,0.20415958057656575,93,0,0,True
8,recplot,0,0.02564102564102564,0.2920038295581753,93,0,0,True
9,recplot,0,0.14285714285714285,0.2970684769941302,93,0,0,True
10,recplot,0,0.05263157894736842,0.3550662622647153,93,0,0,True
11,recplot,0,0.0,0.23697278268902958,93,0,0,True
12,recplot,0,0.21212121212121213,0.3732371992030296,93,0,1,False
13,recplot,0,0.0,0.29928216774681243,93,0,0,True
14,recplot,0,0.0,0.20463375610879955,93,0,0,True
