dataset,seed,branch,sample,categoria,confianca,margem,acertou,complexidade_heatmap,ssim_vs_grupo_confiante,ensemble_salvaria
displasia,12,effnet_orig,24,acerto_confiante,0.999594748020172,0.9991894954000599,True,0.6060668481425646,,False
displasia,12,effnet_orig,27,acerto_confiante,0.9995174407958984,0.9990348438732326,True,0.5939804560849569,,False
displasia,12,effnet_orig,32,acerto_confiante,0.9994854927062988,0.9989709911751561,True,0.6484344696411304,,False
displasia,12,effnet_orig,41,acerto_confiante,0.9992932677268982,0.998586553731002,True,0.5920145192322074,,False
displasia,12,effnet_orig,26,acerto_confiante,0.9991575479507446,0.9983151071355678,True,0.5521826690633032,,False
displasia,12,effnet_orig,25,acerto_confiante,0.99892395734787,0.9978478836128489,True,0.6188303229545018,,False
displasia,12,effnet_orig,44,acerto_confiante,0.9988197088241576,0.9976394030964001,True,0.6099877991866524,,False
displasia,12,effnet_orig,20,erro_confiante,0.9471882581710817,0.8943764977157117,False,0.5924927566251494,0.29847111315369124,True
displasia,12,effnet_orig,21,erro_confiante,0.9387724995613098,0.8775449991226197,False,0.6587905208012942,0.43505439810374513,True
displasia,12,effnet_orig,14,erro_confiante,0.8858354091644287,0.7716707810759545,False,0.6556365068264253,0.45295837757628393,True
displasia,12,effnet_orig,11,erro_confiante,0.773303747177124,0.5466074943542482,False,0.6552536344684345,0.46686476864563464,True
displasia,12,effnet_orig,1,erro_confiante,0.6951772570610046,0.39035451412200933,False,0.5682628644987596,0.44399784508715345,True
displasia,12,effnet_orig,19,erro_confiante,0.6569257974624634,0.31385159492492676,False,0.5834760229505396,0.40315857703535113,True
displasia,12,effnet_orig,18,erro_confiante,0.6155757904052734,0.23115158081054693,False,0.5993742259549657,0.36836292747766497,True
displasia,12,effnet_orig,17,erro_confiante,0.5341300368309021,0.0682600736618042,False,0.6474866377475128,0.4387996583629669,True
displasia,12,effnet_recplot,0,fronteira,0.5283085703849792,0.05661717057228094,True,0.6551550633631701,0.3335738042250121,False
displasia,12,effnet_recplot,35,fronteira,0.5416874289512634,0.08337479829788214,True,0.5503992869214547,0.38638585781011764,False
displasia,12,effnet_recplot,11,acerto_confiante,0.994504451751709,0.9890088816173375,True,0.5924600786113442,,False
displasia,12,effnet_recplot,20,acerto_confiante,0.9923133254051208,0.9846266158856453,True,0.6247747823747487,,False
displasia,12,effnet_recplot,7,acerto_confiante,0.991156816482544,0.9823135957121849,True,0.5921716404834301,,False
displasia,12,effnet_recplot,17,acerto_confiante,0.990270495414734,0.9805410504341127,True,0.5942486381454574,,False
displasia,12,effnet_recplot,23,acerto_confiante,0.9898812174797058,0.9797624032944441,True,0.6134374841744753,,False
displasia,12,effnet_recplot,6,acerto_confiante,0.980651319026947,0.961302662268281,True,0.6223804282989177,,False
displasia,12,effnet_recplot,44,acerto_confiante,0.9799404740333556,0.9598809611052274,True,0.5464277369085886,,False
displasia,12,effnet_recplot,4,acerto_confiante,0.9736157655715942,0.9472315199673176,True,0.6064439821310743,,False
displasia,12,effnet_recplot,26,erro_confiante,0.8779734373092651,0.7559468448162079,False,0.6390947487713117,0.36563974057010257,True
displasia,12,effnet_recplot,18,erro_confiante,0.7435598373413086,0.4871196746826172,False,0.5961395907093252,0.2796149063037486,True
displasia,12,effnet_recplot,12,erro_confiante,0.6955623030662537,0.39112457633018494,False,0.586634199681688,0.5690464420938203,True
displasia,12,effnet_recplot,16,erro_confiante,0.5949916839599609,0.18998339772224426,False,0.6237300432645936,0.47627130448518606,True
displasia,12,effnet_recplot,1,erro_confiante,0.5637892484664917,0.127578467130661,False,0.6015861919232691,0.15324538646164224,True
displasia,42,mobilenet_orig,1,fronteira,0.5054786801338196,0.01095736026763916,True,0.6335171838343557,0.4785037573261346,False
displasia,42,mobilenet_orig,9,fronteira,0.539401113986969,0.07880222797393799,True,0.6019298852799505,0.4382073801116438,False
displasia,42,mobilenet_orig,10,fronteira,0.5314717888832092,0.06294357776641851,True,0.6050359162993747,0.46246345678555845,False
displasia,42,mobilenet_orig,17,fronteira,0.5328624844551086,0.06572499871253973,False,0.6238247768748196,0.4594265643864998,True
displasia,42,mobilenet_orig,28,fronteira,0.5390768051147461,0.0781535804271698,False,0.6343330643144687,0.4773792974807281,True
displasia,42,mobilenet_orig,34,acerto_confiante,0.9994882941246032,0.9989766111248173,True,0.6065021650431003,,False
displasia,42,mobilenet_orig,26,acerto_confiante,0.9991391897201538,0.9982784071471543,True,0.6146027241972535,,False
displasia,42,mobilenet_orig,40,acerto_confiante,0.998091459274292,0.9961829280946404,True,0.6227038224272675,,False
displasia,42,mobilenet_orig,44,acerto_confiante,0.9979568123817444,0.9959136284887791,True,0.6085467272834317,,False
displasia,42,mobilenet_orig,42,acerto_confiante,0.9971158504486084,0.9942317241802812,True,0.6014887867479236,,False
displasia,42,mobilenet_orig,39,acerto_confiante,0.9968888163566588,0.9937776864971966,True,0.644984083253754,,False
displasia,42,mobilenet_orig,25,acerto_confiante,0.9966087341308594,0.9932174410205334,True,0.6999248534078436,,False
displasia,42,mobilenet_orig,24,acerto_confiante,0.995796799659729,0.9915935657918454,True,0.6216513757995229,,False
displasia,42,mobilenet_orig,28,erro_confiante,0.5390768051147461,0.0781535804271698,False,0.6343330643144687,0.4773792974807281,True
displasia,42,mobilenet_orig,17,erro_confiante,0.5328624844551086,0.06572499871253973,False,0.6238247768748196,0.4594265643864998,True
displasia,42,mobilenet_recplot,32,fronteira,0.5114963054656982,0.022992581129074152,False,0.574080785655833,0.28336784051453034,True
displasia,42,mobilenet_recplot,2,acerto_confiante,0.9945173263549804,0.9890346257016063,True,0.5994036562501533,,False
displasia,42,mobilenet_recplot,39,acerto_confiante,0.9837713241577148,0.9675426427274942,True,0.6066920545826487,,False
displasia,42,mobilenet_recplot,7,acerto_confiante,0.980709195137024,0.9614183921366931,True,0.6195458518278208,,False
displasia,42,mobilenet_recplot,11,acerto_confiante,0.978444755077362,0.9568895008414984,True,0.5996967713340379,,False
displasia,42,mobilenet_recplot,20,acerto_confiante,0.970041573047638,0.9400830976665021,True,0.6007094823438156,,False
displasia,42,mobilenet_recplot,5,acerto_confiante,0.96951025724411,0.9390205405652522,True,0.608385638015486,,False
displasia,42,mobilenet_recplot,37,acerto_confiante,0.9685004949569702,0.9370009899139405,True,0.5772868876684165,,False
displasia,42,mobilenet_recplot,38,acerto_confiante,0.962389349937439,0.9247786961495876,True,0.5888728776591391,,False
displasia,42,mobilenet_recplot,26,erro_confiante,0.6924605965614319,0.3849211633205414,False,0.6476440381602386,0.3335617785489626,True
displasia,42,mobilenet_recplot,43,erro_confiante,0.6607816219329834,0.3215632438659668,False,0.6215552184144514,0.3497396198805309,True
displasia,42,mobilenet_recplot,36,erro_confiante,0.6102227568626404,0.22044548392295837,False,0.6116039952825794,0.3540686285420684,True
displasia,42,mobilenet_recplot,0,erro_confiante,0.583361804485321,0.16672357916831976,False,0.5711567464534305,0.25813097525786616,True
displasia,42,mobilenet_recplot,31,erro_confiante,0.555084228515625,0.11016839742660522,False,0.5814129975279387,0.3080857009210559,True
displasia,42,mobilenet_recplot,32,erro_confiante,0.5114963054656982,0.022992581129074152,False,0.574080785655833,0.28336784051453034,True
displasia,42,effnet_orig,10,fronteira,0.5028834939002991,0.0057669878005981445,False,0.5838118326491627,0.4702080994085206,True
displasia,42,effnet_orig,14,fronteira,0.5315402746200562,0.06308057904243475,False,0.721120690012333,0.5134892981119004,True
displasia,42,effnet_orig,17,fronteira,0.5240961313247681,0.048192232847213745,True,0.6297983915632764,0.4222465087713507,False
displasia,42,effnet_orig,21,fronteira,0.5409553647041321,0.08191069960594177,False,0.6882745177956794,0.486975781425091,True
displasia,42,effnet_orig,28,fronteira,0.5272964835166931,0.05459296703338623,True,0.6099739476447574,0.4062882677927264,False
displasia,42,effnet_orig,24,acerto_confiante,0.9998462200164796,0.9996924097940793,True,0.6047458307934214,,False
displasia,42,effnet_orig,41,acerto_confiante,0.9996920228004456,0.9993840158276726,True,0.5874019114129483,,False
displasia,42,effnet_orig,26,acerto_confiante,0.999691605567932,0.9993832565960474,True,0.6148178580002476,,False
displasia,42,effnet_orig,25,acerto_confiante,0.9994945526123048,0.9989890943397769,True,0.651114160371538,,False
displasia,42,effnet_orig,23,acerto_confiante,0.9994798302650452,0.9989596815430559,True,0.6729074653431758,,False
displasia,42,effnet_orig,39,acerto_confiante,0.9994369745254515,0.9988739614491351,True,0.6266169903694306,,False
displasia,42,effnet_orig,32,acerto_confiante,0.999216377735138,0.9984327291022056,True,0.611882519307449,,False
displasia,42,effnet_orig,36,acerto_confiante,0.9990666508674622,0.9981333294999787,True,0.553649768288316,,False
displasia,42,effnet_orig,20,erro_confiante,0.8170690536499023,0.6341381072998047,False,0.6467441679011899,0.4339359255260345,True
displasia,42,effnet_orig,1,erro_confiante,0.704677402973175,0.40935477614402777,False,0.6108230865971942,0.4269505617879233,True
displasia,42,effnet_orig,11,erro_confiante,0.6173660755157471,0.23473212122917175,False,0.6902651729268933,0.5243300432447482,True
displasia,42,effnet_orig,13,erro_confiante,0.6073957681655884,0.21479150652885437,False,0.5963913645872893,0.46733507613925235,True
displasia,42,effnet_orig,4,erro_confiante,0.5798599720001221,0.1597199440002442,False,0.6024737872311827,0.40004207626525007,True
displasia,42,effnet_orig,21,erro_confiante,0.5409553647041321,0.08191069960594177,False,0.6882745177956794,0.486975781425091,True
displasia,42,effnet_orig,14,erro_confiante,0.5315402746200562,0.06308057904243475,False,0.721120690012333,0.5134892981119004,True
displasia,42,effnet_orig,10,erro_confiante,0.5028834939002991,0.0057669878005981445,False,0.5838118326491627,0.4702080994085206,True
displasia,42,effnet_recplot,7,acerto_confiante,0.9973803758621216,0.9947607743088157,True,0.5370981520205355,,False
displasia,42,effnet_recplot,23,acerto_confiante,0.9972259998321532,0.9944519768469036,True,0.6260722810864024,,False
displasia,42,effnet_recplot,41,acerto_confiante,0.9943341016769408,0.9886681903153657,True,0.5819563920690051,,False
displasia,42,effnet_recplot,24,acerto_confiante,0.9928955435752868,0.9857910606078802,True,0.5386945741815166,,False
displasia,42,effnet_recplot,11,acerto_confiante,0.9866488575935364,0.9732977226376534,True,0.5672099191465936,,False
displasia,42,effnet_recplot,6,acerto_confiante,0.9862332344055176,0.9724664427340031,True,0.6071903490334754,,False
displasia,42,effnet_recplot,17,acerto_confiante,0.9845649600028992,0.9691298976540565,True,0.5550239210271863,,False
displasia,42,effnet_recplot,8,acerto_confiante,0.9827457070350648,0.9654914345592263,True,0.604949510784803,,False
displasia,42,effnet_recplot,0,erro_confiante,0.9614205360412598,0.9228410422801971,False,0.5605565587566985,0.19399930543821214,True
displasia,42,effnet_recplot,32,erro_confiante,0.7296686768531799,0.45933729410171514,False,0.5495056859830247,0.37188752404245967,True
displasia,42,effnet_recplot,34,erro_confiante,0.7176952958106995,0.435390591621399,False,0.5416801780557915,0.13901650675000202,True
displasia,42,effnet_recplot,26,erro_confiante,0.6762243509292603,0.3524486720561982,False,0.6176058331133978,0.40380248014387554,True
displasia,65,mobilenet_orig,10,fronteira,0.512567400932312,0.025134801864624023,True,0.6005932656517203,0.4638934939242042,False
displasia,65,mobilenet_orig,26,acerto_confiante,0.9997805953025818,0.9995611618360272,True,0.6095091401054807,,False
displasia,65,mobilenet_orig,34,acerto_confiante,0.9996169209480286,0.9992338229494636,True,0.6137273544885419,,False
displasia,65,mobilenet_orig,24,acerto_confiante,0.9989535808563232,0.9979071377310902,True,0.6344081891778646,,False
displasia,65,mobilenet_orig,8,acerto_confiante,0.9989274740219116,0.9978549649240449,True,0.600468349439327,,False
displasia,65,mobilenet_orig,40,acerto_confiante,0.997853457927704,0.9957069081719967,True,0.6214370884954256,,False
displasia,65,mobilenet_orig,44,acerto_confiante,0.9959060549736024,0.9918121001683177,True,0.6084465264640008,,False
displasia,65,mobilenet_orig,25,acerto_confiante,0.995479166507721,0.9909583223052324,True,0.7107307240077637,,False
displasia,65,mobilenet_orig,42,acerto_confiante,0.995337963104248,0.9906759280711412,True,0.6212744680333574,,False
displasia,65,mobilenet_recplot,0,fronteira,0.5205578207969666,0.04111567139625555,True,0.5944257958072953,0.4334752473602407,False
displasia,65,mobilenet_recplot,32,fronteira,0.5256917476654053,0.05138343572616577,False,0.5668727802919212,0.3889417065163469,True
displasia,65,mobilenet_recplot,45,acerto_confiante,0.992865264415741,0.9857305325567722,True,0.5987848471168635,,False
displasia,65,mobilenet_recplot,7,acerto_confiante,0.9862372875213624,0.9724745946004988,True,0.6054929376949189,,False
displasia,65,mobilenet_recplot,23,acerto_confiante,0.981503427028656,0.9630068428814412,True,0.6346492028923455,,False
displasia,65,mobilenet_recplot,11,acerto_confiante,0.979373037815094,0.958746075630188,True,0.615109213740194,,False
displasia,65,mobilenet_recplot,39,acerto_confiante,0.9780752658843994,0.9561504907906057,True,0.6182622762817096,,False
displasia,65,mobilenet_recplot,2,acerto_confiante,0.9754058122634888,0.9508116263896228,True,0.6295061271786545,,False
displasia,65,mobilenet_recplot,38,acerto_confiante,0.9712306261062622,0.9424612317234278,True,0.6111353998638572,,False
displasia,65,mobilenet_recplot,42,acerto_confiante,0.9650151133537292,0.9300302192568779,True,0.6072329337088146,,False
displasia,65,mobilenet_recplot,26,erro_confiante,0.6758198142051697,0.35163959860801697,False,0.6307051439798323,0.48369215423931106,True
displasia,65,mobilenet_recplot,16,erro_confiante,0.646976113319397,0.2939522564411164,False,0.6205746765070062,0.4461253924010932,True
displasia,65,mobilenet_recplot,32,erro_confiante,0.5256917476654053,0.05138343572616577,False,0.5668727802919212,0.3889417065163469,True
displasia,65,effnet_orig,10,fronteira,0.5322914123535156,0.06458285450935364,True,0.5906734990960701,0.35192087834771796,False
displasia,65,effnet_orig,11,fronteira,0.5066317319869995,0.013263434171676636,False,0.6693560792603025,0.4225951221335799,True
displasia,65,effnet_orig,28,fronteira,0.5321588516235352,0.06431764364242554,True,0.6232852895007567,0.3265341889073595,False
displasia,65,effnet_orig,26,acerto_confiante,0.9999170303344728,0.9998340854435811,True,0.6305505553485076,,False
displasia,65,effnet_orig,23,acerto_confiante,0.9998682141304016,0.9997364424489206,True,0.6405254639294091,,False
displasia,65,effnet_orig,24,acerto_confiante,0.9998382329940796,0.9996764496318065,True,0.6202393092340426,,False
displasia,65,effnet_orig,35,acerto_confiante,0.9996843338012696,0.9993686613452156,True,0.6121452315822613,,False
displasia,65,effnet_orig,36,acerto_confiante,0.9996591806411744,0.9993183590413538,True,0.5792489136633755,,False
displasia,65,effnet_orig,39,acerto_confiante,0.9994702935218812,0.9989406429231168,True,0.6197877705181091,,False
displasia,65,effnet_orig,33,acerto_confiante,0.9992903470993042,0.9985807111952454,True,0.6164248303804218,,False
displasia,65,effnet_orig,22,acerto_confiante,0.9992527365684508,0.9985054994467645,True,0.6122067341019004,,False
displasia,65,effnet_orig,21,erro_confiante,0.5837924480438232,0.16758483648300176,False,0.6365202678685594,0.3900670847300553,True
displasia,65,effnet_orig,11,erro_confiante,0.5066317319869995,0.013263434171676636,False,0.6693560792603025,0.4225951221335799,True
displasia,65,effnet_recplot,0,fronteira,0.5482237935066223,0.09644761681556702,False,0.5605148256077612,0.43950223787045706,True
displasia,65,effnet_recplot,41,acerto_confiante,0.9979004263877868,0.9958008362445979,True,0.586591062627704,,False
displasia,65,effnet_recplot,23,acerto_confiante,0.9976091384887696,0.9952182469423861,True,0.6131086765703475,,False
displasia,65,effnet_recplot,40,acerto_confiante,0.9969094395637512,0.9938188956584783,True,0.5960975212430101,,False
displasia,65,effnet_recplot,30,acerto_confiante,0.996592342853546,0.9931846833787858,True,0.5494800534759144,,False
displasia,65,effnet_recplot,7,acerto_confiante,0.996359407901764,0.9927187832072379,True,0.5807539858106218,,False
displasia,65,effnet_recplot,24,acerto_confiante,0.9962847232818604,0.9925694498233497,True,0.6067702740076472,,False
displasia,65,effnet_recplot,37,acerto_confiante,0.99528706073761,0.9905741321854294,True,0.6451219609148605,,False
displasia,65,effnet_recplot,44,acerto_confiante,0.9952828288078308,0.9905656059272588,True,0.5994767610732479,,False
displasia,65,effnet_recplot,32,erro_confiante,0.9480426907539368,0.8960853703320026,False,0.5680558275367488,0.5409181957682759,True
displasia,65,effnet_recplot,16,erro_confiante,0.8436199426651001,0.6872398406267167,False,0.6092566850680295,0.4163857214457424,True
displasia,65,effnet_recplot,12,erro_confiante,0.8272569179534912,0.6545138210058213,False,0.6161835709038883,0.44846165255526677,True
displasia,65,effnet_recplot,21,erro_confiante,0.8216829299926758,0.6433658301830292,False,0.5906291614643475,0.27676064197004513,True
displasia,65,effnet_recplot,34,erro_confiante,0.8146887421607971,0.6293774545192719,False,0.6050814679324845,0.3333051888161768,True
displasia,65,effnet_recplot,36,erro_confiante,0.7453375458717346,0.49067509174346924,False,0.5836217128776578,0.27814632759757235,True
displasia,65,effnet_recplot,4,erro_confiante,0.7362367510795593,0.47247350215911865,False,0.5710505248908699,0.6598479284279143,True
displasia,65,effnet_recplot,33,erro_confiante,0.7065536975860596,0.41310736536979675,False,0.6728440055416007,0.48504019189935643,True
displasia,87,mobilenet_orig,26,acerto_confiante,0.9998875856399536,0.9997751744958805,True,0.6116822071648821,,False
displasia,87,mobilenet_orig,34,acerto_confiante,0.9994861483573914,0.9989722846657969,True,0.6004040620393177,,False
